access_right;communities;conference_acronym;conference_dates;conference_place;conference_title;conference_url;contributors;creators;description;doi;keywords;license;prereserve_doi;publication_date;related_identifiers;title;upload_type;conceptdoi;files
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Deutsches Historisches Institut Moskau, Germany', 'name': 'Kindler, Sebastian', 'orcid': '0000-0002-9699-2360'}, {'affiliation': 'Deutsches Historisches Institut Moskau, Germany', 'name': 'Wolf, Katrin'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322500;['Sowjetische Kriegsgefangene', 'Zweiter Weltkrieg', 'Biografien', 'Digitalisierung', 'Indexierung', 'Sammlung', 'Daten', 'Bilder', 'Personen', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322500', 'recid': 6322500};2022-03-07;[{'identifier': '10.5281/zenodo.6328053', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];"""Das Puzzle zusammensetzen"" - Von analogen Dokumentensammlungen zu datenbankbasierten Biografien sowjetischer Kriegsgefangener des Zweiten Weltkriegs";poster;10.5281/zenodo.6322499;['DHd2022_025_Kindler_,,Das Puzzle zusammensetzen__b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Klaes, Jan Sebastian', 'orcid': '0000-0003-3597-7017'}, {'affiliation': 'University of Würzburg Human-Computer Interaction, Germany', 'name': 'Korwisi, Kristof'}, {'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Krüger, Katharina'}, {'affiliation': 'University of Würzburg Centre for Philology and Digitality, Germany', 'name': 'Reul, Christian'}, {'affiliation': 'Georg Eckert Institute for International Textbook Research. Member of the Leibniz Association', 'name': 'Towara, Nadine'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322502;['Massendigitalisierung', 'Volltexterkennung', 'OCR', 'Sammlung', 'OCR4all', 'Umwandlung', 'Sammlung', 'Daten', 'Software', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322502', 'recid': 6322502};2022-03-07;[{'identifier': '10.5281/zenodo.6328055', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Volltexterkennung für historische Sammlungen mit OCR4all-libraries iterativ und partizipativ gestalten;poster;10.5281/zenodo.6322501;['DHd2022_026_Klaes_Volltexterkennung für historische Sammlungen mit OCR4all-libraries iterativ_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Wierzoch, Jan'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Klappenbach, Lou', 'orcid': '0000-0001-6587-3353'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322504;['Visualisierung', 'Karte', 'Strukturbaum', 'Text-Bild-Ansicht', 'FAIR-Prinzipien', 'Veröffentlichung', 'Webentwicklung', 'Visualisierung', 'Karte', 'Text', 'Visualisierung', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322504', 'recid': 6322504};2022-03-07;[{'identifier': '10.5281/zenodo.6328057', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Die Preußische Monarchie visualisieren - Ein Bericht aus dem Werkzeugkasten;poster;10.5281/zenodo.6322503;['DHd2022_027_Wierzoch_Die Preußische Monarchie visualisieren_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Kelm, Holden'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Klappenbach, Lou', 'orcid': '0000-0001-6587-3353'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322510;['SKOS', 'Kontrollierte Vokabularien', 'ediarum', 'linked open data', 'Ästhetikvorlesungen', 'Schleiermacher', 'Philosophiegeschichte', 'Digitale Edition', 'Inhaltsanalyse', 'Modellierung', 'Annotieren', 'Methoden', 'Text', 'virtuelle Forschungsumgebungen', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322510', 'recid': 6322510};2022-03-07;[{'identifier': '10.5281/zenodo.6328061', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Ein Thesaurus für die digitale Edition der Ästhetikvorlesungen von Friedrich Schleiermacher;poster;10.5281/zenodo.6322509;['DHd2022_028_Kelm_Ein Thesaurus für die digitale Edition der Ästhetikvorlesungen von Friedrich Schleiermacher_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Bauhaus-Universität Weimar, Germany', 'name': 'Klemstein, Franziska', 'orcid': '0000-0003-3137-6732'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322512;['Document Layout Analysis', 'Distant Reading', 'Media Theory', 'Modellierung', 'Annotieren', 'Kontextsetzung', 'Theoretisierung', 'Bilder', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322512', 'recid': 6322512};2022-03-07;[{'identifier': '10.5281/zenodo.6328063', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Text-Bild-Gefüge - Digital Humanities und der Diskurs der Moderne;poster;10.5281/zenodo.6322511;['DHd2022_029_Klemstein_Text-Bild-Gefüge Digital Humanities und der Diskurs der Moderne_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität Regensburg, Germany', 'name': 'Knierim, Aenne'}, {'affiliation': 'Universität Regensburg, Germany', 'name': 'Achmann, Michael', 'orcid': '0000-0002-4754-7842'}, {'affiliation': 'Universität Regensburg, Germany', 'name': 'Wolff, Christian'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322516;['Digitale Kulturwissenschaft', 'Topic Modeling', 'Social Media Analyse', 'Inhaltsanalyse', 'Modellierung', 'Kontextsetzung', 'Identifizierung', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322516', 'recid': 6322516};2022-03-07;[{'identifier': '10.5281/zenodo.6328067', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Zeitgeschichte untersuchen - Topic Modeling von #blackouttuesday-Inhalten auf Instagram;poster;10.5281/zenodo.6322515;['DHd2022_030_Knierim_Zeitgeschichte untersuchen_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Lange, Felix', 'orcid': '0000-0002-3201-3792'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Kuper, Heinz-Günter', 'orcid': '0000-0003-0743-3346'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Müller, Anja', 'orcid': '0000-0003-3185-7341'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Amrhein, Kilian', 'orcid': '0000-0003-3459-3898'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Klindt, Marco', 'orcid': '0000-0001-5198-2225'}, {'affiliation': 'Zuse-Institut Berlin, Germany', 'name': 'Nowicki, Anna-Lena', 'orcid': '0000-0003-2323-5681'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322518;['Digitalisierung', 'Dekolonisation', 'CARE-Prinzipien', 'Archivierung', 'Community-Bildung', 'Artefakte', 'Daten', 'Metadaten', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322518', 'recid': 6322518};2022-03-07;[{'identifier': '10.5281/zenodo.6328071', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Who CAREs, really? Vom schwierigen Umgang mit digitalisierten Kulturgütern aus kolonialen Kontexten;poster;10.5281/zenodo.6322517;['DHd2022_031_Lange_Who CAREs, really_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Köster, Jan', 'orcid': '0000-0003-2713-5207'}, {'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Franke, Claus', 'orcid': '0000-0003-3371-6163'}, {'affiliation': 'Berlin-Brandenburg. Akademie der Wissenschaften, Germany', 'name': 'Peter, Ulrike', 'orcid': '0000-0003-0954-4322'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322520;['Research Software Engineering', 'Klassische Altertumswissenschaften', 'Numismatik', 'relationale Daten', 'Sammlung', 'Annotieren', 'Kollaboration', 'Artefakte', 'Forschung', 'Werkzeuge', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322520', 'recid': 6322520};2022-03-07;[{'identifier': '10.5281/zenodo.6328075', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Corpus Nummorum - Eine digitale Forschungsinfrastruktur für antike Münzen;poster;10.5281/zenodo.6322519;['DHd2022_032_Köster_Corpus Nummorum - eine digitale Forschungsinfrastruktur für antike Münzen_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'BBAW, Germany', 'name': 'Lecroq, Axelle'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322522;['Humboldt', 'Briefe', 'Visualisierung', 'Suchfunktion', 'Jupyter Notebook', 'Sammlung', 'Visualisierung', 'Daten', 'Karte', 'Personen', 'Visualisierung', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322522', 'recid': 6322522};2022-03-07;[{'identifier': '10.5281/zenodo.6328085', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Entdeckung der Korrespondenz Alexander von Humboldts durch Such- und Visualisierungsfunktionen;poster;10.5281/zenodo.6322521;['DHd2022_033_Lecroq_Entdeckung der Korrespondenz Alexander von Humboldts durch Such_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807'}, {'affiliation': 'Leibniz-Institut für Europäische Geschichte (IEG)', 'name': 'Cremer, Fabian', 'orcid': '0000-0001-8251-9727'}, {'affiliation': 'Steinheim-Institut (STI), Germany', 'name': 'Lordick, Harald', 'orcid': '0000-0002-5070-4263'}, {'affiliation': 'Netzwerk Digitale Geisteswissenschaften, Universität Potsdam', 'name': 'Mischke, Dennis', 'orcid': '0000-0001-8892-5419'}, {'affiliation': 'Universitätsbibliothek Braunschweig', 'name': 'Steyer, Timo', 'orcid': '0000-0003-0218-2269'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322524;['DHd-Abstracts', 'Taskforce', 'Publikationsprozess', 'Normdaten', 'Standardisierung', 'Community-Bildung', 'Veröffentlichung', 'Organisation', 'Daten', 'Metadaten', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322524', 'recid': 6322524};2022-03-07;[{'identifier': '10.5281/zenodo.6328089', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Strukturen und Impulse zur Weiterentwicklung der DHd-Abstracts;poster;10.5281/zenodo.6322523;['DHd2022_034_Busch_Strukturen und Impulse zur Weiterentwicklung der DHd-Abstracts_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Meding, Holle Ameriga'}, {'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Contreras Saiz, Mónika'}, {'affiliation': 'Geschichtsvermittlung durch Unterhaltungsmedien in Lateinamerika. Labor für Erinnerungsforschung und digitale Methoden (GUMELAB, FU Berlin), Germany', 'name': 'Muessemann, Hannah'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322526;['Serien', 'Geschichtsvermittlung', 'politische Bildung', 'Transkription', 'Programmierung', 'Netzwerkanalyse', 'Kommentierung', 'Video', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322526', 'recid': 6322526};2022-03-07;[{'identifier': '10.5281/zenodo.6328093', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Analyse der Rezeption von Telenovelas und Serien über lateinamerikanische Geschichte durch Algorithmen;poster;10.5281/zenodo.6322525;['DHd2022_036_Meding_Analyse der Rezeption von Telenovelas und Serien über lateinamerikanische Geschichte durch _b.pdf']
